cluster_id,cluster_size,classification_type,identity,representative_seqid,blast_quality,predicted_otu,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species
792,2,known_species,100.0,AY688729.1,good,Reboulia hemisphaerica,,,,,,,Reboulia,Reboulia hemisphaerica
793,2,known_species,100.0,KP970240.1,good,Spirostomum minus,Eukaryota,,Sar,,,,Spirostomum,Spirostomum minus
794,2,known_species,100.0,AB605800.1,good,Gambierdiscus scabrosus,,,,,,,Gambierdiscus,Gambierdiscus scabrosus
795,4,known_species,100.0,AB018169.1,good,Kuraishia capsulata,Eukaryota,Opisthokonta,Ascomycota,,,,Kuraishia,Kuraishia capsulata
796,3,known_species,100.0,EU920968.1,good,Gramastacus insolitus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Gramastacus,Gramastacus insolitus
797,3,known_species,100.0,AJ133555.1,good,Javania insignis,Eukaryota,Opisthokonta,Cnidaria,,,,Javania,Javania insignis
798,4,known_species,100.0,MH357181.1,good,Thaiderces vulgaris,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Thaiderces,Thaiderces vulgaris
799,4,known_species,100.0,AM779755.1,good,Prymnesium palpebrale,Eukaryota,Haptista,,,,,Prymnesium,Prymnesium palpebrale
800,3,known_species,100.0,AB273724.1,good,Niea torta,Eukaryota,,Sar,,,,Niea,Niea torta
801,8,known_species,100.0,MG890585.1,good,Pleuronichthys cornutus,,,,,,,Pleuronichthys,Pleuronichthys cornutus
802,4,known_species,100.0,EU921125.1,good,Cherax quadricarinatus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Cherax,Cherax quadricarinatus
803,4,known_species,100.0,DQ646543.1,good,Ionopezia gerardii,Eukaryota,Opisthokonta,Ascomycota,,,,Ionopezia,Ionopezia gerardii
804,3,known_species,100.0,AB847418.1,good,Chaetoceros setoense,Eukaryota,,Sar,,,,Chaetoceros,Chaetoceros setoense
805,2,known_species,100.0,LC011456.1,good,Henneguya doneci,Eukaryota,Opisthokonta,Cnidaria,,,,Henneguya,Henneguya doneci
806,3,known_species,100.0,GU250314.1,good,Extremus antarcticus,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Extremus,Extremus antarcticus
807,4,known_species,100.0,LC107877.1,good,Neodiplogaster acaloleptae,Eukaryota,Opisthokonta,Nematoda,,,,Neodiplogaster,Neodiplogaster acaloleptae
808,3,known_species,100.0,AY284776.1,good,Dorylaimus stagnalis,Eukaryota,Opisthokonta,Nematoda,,,,Dorylaimus,Dorylaimus stagnalis
809,4,known_species,100.0,AJ275005.1,good,Andreaeobryum macrosporum,Eukaryota,Viridiplantae,Streptophyta,,,,Andreaeobryum,Andreaeobryum macrosporum
810,3,known_species,100.0,KX467628.1,good,Heterias exul,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Heterias,Heterias exul
811,3,known_species,100.0,JQ356867.1,good,Etoschophrya inornata,Eukaryota,,Sar,Intramacronucleata,,,Etoschophrya,Etoschophrya inornata
812,3,known_species,100.0,KF744096.1,good,Phacus acuminatus var. triquetra,Eukaryota,Discoba,,,,,Phacus,Phacus acuminatus var. triquetra
813,2,known_species,100.0,KT809359.1,good,Fisculla margaritae,Eukaryota,,Sar,,,,Fisculla,Fisculla margaritae
814,4,known_species,100.0,EF363004.1,good,Calyptomerus dubius,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Calyptomerus,Calyptomerus dubius
815,3,known_species,100.0,KX856792.1,good,Enypniastes eximia,Eukaryota,Opisthokonta,Echinodermata,,,,Enypniastes,Enypniastes eximia
816,4,known_species,100.0,KX120698.1,good,Campylodiscus clypeus,Eukaryota,,Sar,,,,Campylodiscus,Campylodiscus clypeus
817,6,known_species,100.0,KF171473.1,good,Babesia gibsoni,,,,,,,Babesia,Babesia gibsoni
818,2,known_species,100.0,AM168072.1,good,Cavenderia granulophora,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia granulophora
819,3,known_species,100.0,FJ710823.1,good,Craterocephalus stercusmuscarum,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Craterocephalus,Craterocephalus stercusmuscarum
820,2,known_species,100.0,DQ207582.1,good,Neobodo designis,,,,,,,Neobodo,Neobodo designis
821,3,known_species,100.0,EF650146.1,good,Cyrtopogon rattus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Cyrtopogon,Cyrtopogon rattus
822,3,known_species,100.0,AF350235.1,good,Lobospira bicuspidata,Eukaryota,,Sar,,,,Lobospira,Lobospira bicuspidata
823,2,known_species,100.0,AY753616.1,good,Neobodo designis,,,,,,,Neobodo,Neobodo designis
824,2,known_species,100.0,GU969206.1,good,Cosmocalanus darwinii,Eukaryota,Opisthokonta,Arthropoda,,,,Cosmocalanus,Cosmocalanus darwinii
825,4,known_species,100.0,KC902363.1,good,Dysidea janiae,Eukaryota,Opisthokonta,Porifera,,,,Dysidea,Dysidea janiae
826,3,known_species,100.0,AB921009.1,good,Nipponnemertes ogumai,Eukaryota,Opisthokonta,,,,,Nipponnemertes,Nipponnemertes ogumai
827,2,known_species,100.0,EF584576.1,good,Thesium subsucculentum,Eukaryota,Viridiplantae,Streptophyta,,,,Thesium,Thesium subsucculentum
828,4,known_species,100.0,GQ912721.1,good,Fumontana deprehendor,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Fumontana,Fumontana deprehendor
829,2,known_species,100.0,HM560654.1,good,Polysiphonia anomala,Eukaryota,,Rhodophyta,Florideophyceae,,,Polysiphonia,Polysiphonia anomala
830,5,known_species,100.0,AY012352.1,good,Corypha utan,Eukaryota,Viridiplantae,Streptophyta,,,,Corypha,Corypha utan
831,2,known_species,100.0,HQ912580.1,good,Caloneis lewisii,Eukaryota,,Sar,,,,Caloneis,Caloneis lewisii
832,3,known_species,100.0,EF622729.1,good,Paranemoura claasseni,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Paranemoura,Paranemoura claasseni
833,2,known_species,100.0,JF903584.1,good,Branchiosyllis exilis,,,,,,,Branchiosyllis,Branchiosyllis exilis
834,2,known_species,100.0,AB818531.1,good,Hemileius singularis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Hemileius,Hemileius singularis
835,4,known_species,100.0,KF218606.1,good,Rangelia vitalii,,,,,,,Rangelia,Rangelia vitalii
836,2,known_species,100.0,KY498822.1,good,Dugesia aethiopica,Eukaryota,Opisthokonta,Platyhelminthes,,,,Dugesia,Dugesia aethiopica
837,3,known_species,100.0,MF077760.1,good,Pseudotachidius bipartitus,Eukaryota,Opisthokonta,Arthropoda,,,,Pseudotachidius,Pseudotachidius bipartitus
838,5,known_species,100.0,LC012708.1,good,Mesenchytraeus nivalis,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Mesenchytraeus,Mesenchytraeus nivalis
839,2,known_species,100.0,GU733367.1,good,Eremascus albus,Eukaryota,Opisthokonta,Ascomycota,,,,Eremascus,Eremascus albus
840,2,known_species,100.0,KU848227.1,good,Spirostomum yagiui,Eukaryota,,Sar,,,,Spirostomum,Spirostomum yagiui
841,5,known_species,100.0,AY688707.1,good,Conocephalum conicum,,,,,,,Conocephalum,Conocephalum conicum
842,2,known_species,100.0,AF088806.1,good,Pseudarchaster parelii,Eukaryota,Opisthokonta,Echinodermata,,,,Pseudarchaster,Pseudarchaster parelii
843,3,known_species,100.0,AF091591.1,good,Thalloidima sedifolium,Eukaryota,Opisthokonta,Ascomycota,,,,Thalloidima,Thalloidima sedifolium
844,5,known_species,100.0,KP288782.1,good,Pachyneura fasciata,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Pachyneura,Pachyneura fasciata
845,3,known_species,100.0,FR773148.1,good,Rhizophagus clarus,,,,,,,Rhizophagus,Rhizophagus clarus
846,2,known_species,100.0,U26532.1,good,Nosema furnacalis,Eukaryota,Opisthokonta,,,,,Nosema,Nosema furnacalis
847,2,known_species,100.0,AY245760.1,good,Clinostomum marginatum,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Clinostomum,Clinostomum marginatum
848,5,known_species,100.0,EU107182.1,good,Cyttaria espinosae,Eukaryota,Opisthokonta,Ascomycota,,,,Cyttaria,Cyttaria espinosae
849,2,known_species,100.0,AF503516.1,good,Acmostomum dioicum,Eukaryota,Opisthokonta,Platyhelminthes,,,,Acmostomum,Acmostomum dioicum
850,3,known_species,100.0,AY078369.1,good,Aphanostoma sanguineum,Eukaryota,Opisthokonta,,,,,Pseudactinoposthia,Aphanostoma sanguineum
851,2,known_species,100.0,AM168046.1,good,Dictyostelium laterosorum,Eukaryota,,Amoebozoa,,,,Dictyostelium,Dictyostelium laterosorum
852,5,known_species,100.0,AY028346.1,good,Onthophilus flohri,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Onthophilus,Onthophilus flohri
853,5,known_species,100.0,KT354349.1,good,Beierius simplex,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Beierius,Beierius simplex
854,2,known_species,100.0,AJ535191.1,good,Guinardia flaccida,Eukaryota,,Sar,,,,Guinardia,Guinardia flaccida
855,2,known_species,100.0,JX090292.1,good,Kudoa whippsi,Eukaryota,Opisthokonta,Cnidaria,,,,Kudoa,Kudoa whippsi
856,2,known_species,100.0,MG253170.1,good,Lysippe labiata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Lysippe,Lysippe labiata
857,2,known_species,100.0,AY584661.1,good,Menegazzia terebrata,Eukaryota,Opisthokonta,Ascomycota,,,,Menegazzia,Menegazzia terebrata
858,3,known_species,100.0,KJ845346.1,good,Trichototaxis marina,Eukaryota,,Sar,Intramacronucleata,Urostylida,,Trichototaxis,Trichototaxis marina
859,5,known_species,100.0,MH357150.1,good,Althepus stonei,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Althepus,Althepus stonei
860,2,known_species,100.0,AF474292.1,good,Syllis armillaris,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Syllis,Syllis armillaris
861,2,known_species,100.0,KJ461313.1,good,Nerthra indica,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Nerthra,Nerthra indica
862,2,known_species,100.0,JF899213.1,good,Martesia striata,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Martesia,Martesia striata
863,4,known_species,100.0,FJ749920.1,good,Liparocephalus litoralis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Liparocephalus,Liparocephalus litoralis
864,3,known_species,100.0,JQ282895.1,good,Condylostoma arenarium,Eukaryota,,Sar,,,,Condylostoma,Condylostoma arenarium
865,5,known_species,100.0,HQ682650.1,good,Pilobolus sphaerosporus,Eukaryota,Opisthokonta,,,,,Pilobolus,Pilobolus sphaerosporus
866,6,known_species,100.0,AF412790.1,good,Eunice vittata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Eunice,Eunice vittata
867,6,known_species,100.0,AF334284.1,good,Paralamyctes mesibovi,Eukaryota,Opisthokonta,Arthropoda,,,,Paralamyctes,Paralamyctes mesibovi
868,3,known_species,100.0,AF182819.1,good,Carteria radiosa,Eukaryota,Viridiplantae,Chlorophyta,,,,Corbierea,Carteria radiosa
869,4,known_species,100.0,DQ079932.1,good,Mesognatharia remanei,Eukaryota,Opisthokonta,,,,,Mesognatharia,Mesognatharia remanei
870,2,known_species,100.0,KF054135.1,good,Blechomonas danrayi,Eukaryota,Discoba,,,,,Blechomonas,Blechomonas danrayi
871,2,known_species,100.0,KC153532.1,good,Strongylidium orientale,Eukaryota,,Sar,Intramacronucleata,,,Strongylidium,Strongylidium orientale
872,3,known_species,100.0,AY635841.1,good,Basidiobolus ranarum,Eukaryota,Opisthokonta,,,,,Basidiobolus,Basidiobolus ranarum
873,4,known_species,100.0,JQ996382.1,good,Sinophysis grandis,,,,,,,Sinophysis,Sinophysis grandis
874,2,known_species,100.0,AB998899.1,good,Coelodendrum furcatissimum,Eukaryota,,Sar,,,,Coelodendrum,Coelodendrum furcatissimum
875,2,known_species,100.0,AY176285.1,good,Dorvillea erucaeformis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Dorvillea,Dorvillea erucaeformis
876,2,known_species,100.0,AY587130.1,good,Mesodinium pulex,,,,,,,Mesodinium,Mesodinium pulex
877,3,known_species,100.0,MH357092.1,good,Althepus lakmueangensis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Althepus,Althepus lakmueangensis
878,3,known_species,100.0,KJ534587.1,good,Haplosporidium patagon,Eukaryota,,Sar,,,,Haplosporidium,Haplosporidium patagon
879,2,known_species,100.0,EU272628.1,good,Plumularia setacea,Eukaryota,Opisthokonta,Cnidaria,,,,Plumularia,Plumularia setacea
880,2,known_species,100.0,MG890435.1,good,Pleuronichthys cornutus,,,,,,,Pleuronichthys,Pleuronichthys cornutus
881,3,known_species,100.0,KP288781.1,good,Mycetobia divergens,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Mycetobia,Mycetobia divergens
882,3,known_species,100.0,KC815329.1,good,Pseudodiaptomus euryhalinus,Eukaryota,Opisthokonta,Arthropoda,,,,Pseudodiaptomus,Pseudodiaptomus euryhalinus
883,3,known_species,100.0,JQ995176.1,good,Piptocephalis indica,Eukaryota,Opisthokonta,,,,,Piptocephalis,Piptocephalis indica
884,4,known_species,100.0,KP288788.1,good,Diadocidia valida,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Diadocidia,Diadocidia valida
885,2,known_species,100.0,AF474305.1,good,Myrianida hesperidium,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Myrianida,Myrianida hesperidium
886,2,known_species,100.0,MF321746.1,good,Ceratopera axi,Eukaryota,Opisthokonta,Platyhelminthes,,,,Ceratopera,Ceratopera axi
887,2,known_species,100.0,GU574809.1,good,Epiphyllum shenzhenense,Eukaryota,,Sar,Intramacronucleata,,,Epiphyllum,Epiphyllum shenzhenense
888,2,known_species,100.0,EF180075.1,good,Protozoophaga obesa,Eukaryota,Opisthokonta,Nematoda,,,,Protozoophaga,Protozoophaga obesa
889,2,known_species,100.0,KJ461298.1,good,Cimex lectularius,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Cimex,Cimex lectularius
890,2,known_species,100.0,AY284839.1,good,Diphterophora obesa,,,,,,,Diphterophora,Diphterophora obesa
891,7,known_species,100.0,AY742753.1,good,Phytophthora nicotianae,,,,,,,Phytophthora,Phytophthora nicotianae
892,2,known_species,100.0,HQ891263.1,good,Colossobolus semicyclus,Eukaryota,Opisthokonta,Arthropoda,,,,Colossobolus,Colossobolus semicyclus
893,4,known_species,100.0,FJ423448.1,good,Euplotes sinicus,Eukaryota,,Sar,Intramacronucleata,Euplotida,Euplotidae,Euplotes,Euplotes sinicus
894,2,known_species,100.0,GU733366.1,good,Gymnoascus reessii,Eukaryota,Opisthokonta,Ascomycota,,,,Gymnoascus,Gymnoascus reessii
895,2,known_species,100.0,AF298821.1,good,Bitricha tasmaniensis,Eukaryota,,Sar,Intramacronucleata,,,Bitricha,Bitricha tasmaniensis
896,2,known_species,100.0,JN831849.1,good,Tintinnopsis kiangsuensis,Eukaryota,,Sar,Intramacronucleata,,,Tintinnopsis,Tintinnopsis kiangsuensis
897,3,known_species,100.0,KC177309.1,good,Sepsis cynipsea,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Sepsis,Sepsis cynipsea
898,3,known_species,100.0,EF650149.1,good,Damalis monochaetes,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Damalis,Damalis monochaetes
899,6,known_species,100.0,FJ897538.1,good,Craspedacusta sowerbii,,,,,,,Craspedacusta,Craspedacusta sowerbii
900,2,known_species,100.0,KC529427.1,good,Coronhelmis multispinosus,Eukaryota,Opisthokonta,Platyhelminthes,,,,Coronhelmis,Coronhelmis multispinosus
901,5,known_species,100.0,KC736637.1,good,Nitzschia lorenziana,Eukaryota,,Sar,,,,Nitzschia,Nitzschia lorenziana
902,2,known_species,100.0,AB714762.1,good,Litigiella pacifica,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Litigiella,Litigiella pacifica
903,2,known_species,100.0,AB679366.1,good,Metanarthecium luteoviride,Eukaryota,Viridiplantae,Streptophyta,,,,Metanarthecium,Metanarthecium luteoviride
904,2,known_species,100.0,AY749879.1,good,Attenella margarita,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Attenella,Attenella margarita
905,2,known_species,100.0,JF791044.1,good,Karlodinium veneficum,,,,,,,Karlodinium,Karlodinium veneficum
906,2,known_species,100.0,FJ435728.1,good,Ramazzottius oberhaeuseri,,,,,,,Ramazzottius,Ramazzottius oberhaeuseri
907,2,known_species,100.0,JN619060.1,good,Cephennium gallicum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Cephennium,Cephennium gallicum
908,3,known_species,100.0,KF625570.1,good,Microrhagus pygmaeus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Microrhagus,Microrhagus pygmaeus
909,3,known_species,100.0,AY425018.1,good,Procryptobia sorokini,,,,,,,Procryptobia,Procryptobia sorokini
910,5,known_species,100.0,AB743830.1,good,Champia parvula,Eukaryota,,Rhodophyta,Florideophyceae,,,Champia,Champia parvula
911,2,known_species,100.0,FJ040500.1,good,Thalassoalaimus pirum,Eukaryota,Opisthokonta,Nematoda,,,,Litinium,Thalassoalaimus pirum
912,2,known_species,100.0,KY682878.1,good,Apoglossum spathulatum,Eukaryota,,Rhodophyta,Florideophyceae,,,Apoglossum,Apoglossum spathulatum
913,3,known_species,100.0,MG896712.1,good,Tropidoatractus levanderi,Eukaryota,,Sar,Intramacronucleata,,,Tropidoatractus,Tropidoatractus levanderi
914,3,known_species,100.0,KM020096.1,good,Characiopodium hindakii,Eukaryota,Viridiplantae,Chlorophyta,,,,Characiopodium,Characiopodium hindakii
915,3,known_species,100.0,AF157147.1,good,Mycotypha africana,Eukaryota,Opisthokonta,,,,,Mycotypha,Mycotypha africana
916,2,known_species,100.0,JF903598.1,good,Exogone aristata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Exogone,Exogone aristata
917,3,known_species,100.0,AF245231.1,good,Talaromyces purpureogenus,,,,,,,Talaromyces,Talaromyces purpureogenus
918,2,known_species,100.0,AB948135.1,good,Skeletonema ardens,Eukaryota,,Sar,,,,Skeletonema,Skeletonema ardens
919,2,known_species,100.0,AB212091.1,good,Amphidiniella sedentaria,Eukaryota,,Sar,,,,Amphidiniella,Amphidiniella sedentaria
920,3,known_species,100.0,FJ435737.1,good,Murrayon dianeae,Eukaryota,Opisthokonta,,,,,Murrayon,Murrayon dianeae
921,3,known_species,100.0,AJ276424.1,good,Gotocotyla bivaginalis,Eukaryota,Opisthokonta,Platyhelminthes,,,,Gotocotyla,Gotocotyla bivaginalis
922,3,known_species,100.0,EF650158.1,good,Nicocles politus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Nicocles,Nicocles politus
923,4,known_species,100.0,EU874992.1,good,Axiopsis serratifrons,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Axiopsis,Axiopsis serratifrons
924,4,known_species,100.0,FJ816018.1,good,Fonticula alba,Eukaryota,Opisthokonta,,,,,Fonticula,Fonticula alba
925,2,known_species,100.0,JQ359716.1,good,Herpetomonas samuelpessoai,Eukaryota,Discoba,,,,,Herpetomonas,Herpetomonas samuelpessoai
926,3,known_species,100.0,FJ868201.1,good,Frontonia pusilla,Eukaryota,,Sar,Intramacronucleata,,,Frontonia,Frontonia pusilla
927,3,known_species,100.0,AY929364.1,good,Zinowiewia concinna,Eukaryota,Viridiplantae,Streptophyta,,,,Zinowiewia,Zinowiewia concinna
928,2,known_species,100.0,AY737641.1,good,Iotrochota birotulata,Eukaryota,Opisthokonta,Porifera,,,,Iotrochota,Iotrochota birotulata
929,3,known_species,100.0,LC054938.2,good,Plagiodinium ballux,Eukaryota,,Sar,,,,Chrysodinium,Plagiodinium ballux
930,5,known_species,100.0,JX460861.1,good,Dentitruncus truttae,Eukaryota,Opisthokonta,,,,,Dentitruncus,Dentitruncus truttae
931,2,known_species,100.0,AF439393.1,good,Hansenocaris itoi,Eukaryota,Opisthokonta,Arthropoda,,,,Hansenocaris,Hansenocaris itoi
932,3,known_species,100.0,AY425472.1,good,Mesobdella gemmata,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Mesobdella,Mesobdella gemmata
933,9,known_species,100.0,AY222144.1,good,Brachylecithum lobatum,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Brachylecithum,Brachylecithum lobatum
934,3,known_species,100.0,MF077365.1,good,Procerovum varium,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Procerovum,Procerovum varium
935,2,known_species,100.0,JN170204.1,good,Bembidion mimekara,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion mimekara
936,3,known_species,100.0,JN592589.1,good,Pedinomonas tuberculata,Eukaryota,Viridiplantae,Chlorophyta,,,,Pedinomonas,Pedinomonas tuberculata
937,2,known_species,100.0,AF202164.2,good,Subanguina radicicola,Eukaryota,Opisthokonta,Nematoda,,,,Subanguina,Subanguina radicicola
938,2,known_species,100.0,AF423041.1,good,Odontocheila cayennensis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Odontocheila,Odontocheila cayennensis
939,3,known_species,100.0,KY554861.1,good,Thismia hillii,Eukaryota,Viridiplantae,Streptophyta,,,,Thismia,Thismia hillii
940,2,known_species,100.0,LC222303.1,good,Impagidinium pallidum,Eukaryota,,Sar,,,,Impagidinium,Impagidinium pallidum
941,2,known_species,100.0,JQ271723.1,good,Vahlkampfia avara,Eukaryota,Discoba,,,,,Vahlkampfia,Vahlkampfia avara
942,3,known_species,100.0,KM816645.1,good,Cantina marsupialis,Eukaryota,,Sar,,,,Cantina,Cantina marsupialis
943,3,known_species,100.0,KY984422.1,good,Helminthosporium genistae,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Helminthosporium,Helminthosporium genistae
944,3,known_species,100.0,MH086814.1,good,Atopospira galeata,Eukaryota,,Sar,Intramacronucleata,,,Atopospira,Atopospira galeata
945,3,known_species,100.0,LT631185.1,good,Blastomussa omanensis,Eukaryota,Opisthokonta,Cnidaria,,,,Blastomussa,Blastomussa omanensis
946,2,known_species,100.0,KT354353.1,good,Ellingsenius indicus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Ellingsenius,Ellingsenius indicus
947,2,known_species,100.0,AF518569.1,good,Albatrellopsis flettii,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Albatrellopsis,Albatrellopsis flettii
948,5,known_species,100.0,AB000955.1,good,Taphrina nana,Eukaryota,Opisthokonta,Ascomycota,,,,Taphrina,Taphrina nana
949,2,known_species,100.0,KR081636.1,good,Unguizetes incertus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Unguizetes,Unguizetes incertus
950,2,known_species,100.0,GQ326882.1,good,Doto antarctica,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Doto,Doto antarctica
951,8,known_species,100.0,KF453166.1,good,Aepinus septemspinosus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Aepinus,Aepinus septemspinosus
